CustomerID,R,Frequency,Monetary,Segment
12653.0,4954,2,2209.85,一般用户
12654.0,4816,5,601.98,一般用户
12656.0,4822,8,3727.72,潜力用户
12657.0,4816,5,1047.06,一般用户
12658.0,4824,1,686.05,一般用户
12659.0,4835,1,91.68,一般用户
12660.0,4816,1,245.1,一般用户
12662.0,4806,12,3817.08,潜力用户
12664.0,4813,10,4863.88,潜力用户
12665.0,5130,2,61.75,一般用户
12666.0,5164,1,-227.44,一般用户
12667.0,4863,1,620.13,一般用户
12668.0,4812,6,3743.18,潜力用户
12669.0,4956,4,1607.73,一般用户
12670.0,4815,6,2986.15,潜力用户
12672.0,5135,1,225.89999999999998,一般用户
12673.0,4810,2,610.52,一般用户
12674.0,4817,7,1919.31,潜力用户
12676.0,4830,6,1331.39,一般用户
12678.0,4847,13,11734.46,潜力用户
12679.0,4857,9,1058.67,一般用户
12680.0,4806,4,862.81,一般用户
12681.0,4820,27,13462.79,潜力用户
12682.0,4809,31,11686.78,潜力用户
12683.0,4809,20,8009.09,潜力用户
12684.0,4813,7,2161.59,潜力用户
12685.0,4833,6,2863.08,潜力用户
12686.0,5177,1,89.14,一般用户
12688.0,4919,1,4729.8099999999995,一般用户
12689.0,4831,2,1247.61,一般用户
12690.0,5011,1,389.01,一般用户
12691.0,4833,6,1035.8,一般用户
12693.0,4926,6,830.96,一般用户
12694.0,4875,2,869.67,一般用户
12695.0,4812,4,582.1,一般用户
12697.0,4826,5,939.02,一般用户
12700.0,4813,6,4867.99,潜力用户
12701.0,4885,2,797.71,一般用户
12702.0,4825,1,219.0,一般用户
12703.0,4869,2,274.7,一般用户
12704.0,4812,10,2220.84,潜力用户
12705.0,4820,14,6814.24,潜力用户
12707.0,5097,1,603.42,一般用户
12708.0,4835,16,2616.32,潜力用户
12709.0,4808,26,9294.1,潜力用户
12710.0,4902,4,1130.57,一般用户
12712.0,4828,17,4241.63,潜力用户
12713.0,4806,1,848.55,一般用户
12714.0,4814,5,4708.86,潜力用户
12715.0,4911,1,353.86,一般用户
12716.0,4809,2,1053.49,一般用户
12717.0,4956,3,980.98,一般用户
12718.0,4876,1,238.25,一般用户
12719.0,4810,3,608.1,一般用户
12720.0,4808,29,5563.52,潜力用户
12721.0,4837,7,2628.98,潜力用户
12722.0,4890,6,904.33,一般用户
12723.0,4809,5,725.07,一般用户
12724.0,4810,4,1031.41,一般用户
12725.0,5176,1,427.8,一般用户
12726.0,4833,7,2572.62,潜力用户
12727.0,4816,9,3947.7,潜力用户
12728.0,4876,4,836.33,一般用户
12729.0,4919,1,453.01,一般用户
12731.0,4829,14,16140.35,潜力用户
12732.0,4985,1,236.26000000000002,一般用户
12733.0,5039,1,383.95,一般用户
12734.0,5158,1,110.39999999999999,一般用户
12735.0,5120,2,779.5699999999999,一般用户
12736.0,5138,1,183.6,一般用户
12738.0,5177,1,155.35,一般用户
12739.0,4883,2,1013.04,一般用户
12740.0,4869,1,427.6,一般用户
12743.0,4939,2,546.43,一般用户
12744.0,4857,10,8745.99,潜力用户
12747.0,4807,11,4196.01,潜力用户
12748.0,4806,222,27682.4,高价值用户
12749.0,4809,8,3868.2,潜力用户
12750.0,4934,1,275.88,一般用户
12752.0,4886,1,4187.78,一般用户
12753.0,4809,11,17787.49,潜力用户
12754.0,5041,5,365.76,一般用户
12755.0,5082,2,-3.552713678800501e-15,一般用户
12756.0,4892,1,112.07999999999998,一般用户
12757.0,4821,19,4227.7,潜力用户
12758.0,4922,2,2791.59,一般用户
12759.0,4857,3,1531.44,一般用户
12762.0,4813,2,1639.32,一般用户
12763.0,4943,2,494.08,一般用户
12764.0,5122,1,1693.88,一般用户
12766.0,4809,7,6989.63,潜力用户
12769.0,5044,1,1143.6,一般用户
12770.0,5016,1,1351.45,一般用户
12772.0,4865,1,892.47,一般用户
12775.0,4822,6,1351.24,一般用户
12778.0,4825,7,781.55,一般用户
12779.0,4826,12,3868.7,潜力用户
12781.0,4826,5,707.72,一般用户
12782.0,4810,6,2273.32,潜力用户
12783.0,4807,8,1603.87,一般用户
12784.0,4814,2,574.42,一般用户
12785.0,4808,2,305.71,一般用户
12787.0,4815,3,463.66,一般用户
12789.0,4870,1,91.85,一般用户
12790.0,4997,1,324.92,一般用户
12791.0,5179,1,192.60000000000002,一般用户
12792.0,5062,1,400.53999999999996,一般用户
12793.0,5140,2,545.48,一般用户
12794.0,4858,2,860.41,一般用户
12795.0,4824,1,430.48,一般用户
12797.0,5165,3,194.18,一般用户
12798.0,4976,1,69.12,一般用户
12802.0,4989,2,412.58,一般用户
12808.0,4842,3,483.65000000000003,一般用户
12809.0,4973,2,484.36,一般用户
12811.0,5066,3,514.85,一般用户
12812.0,4850,1,229.64000000000001,一般用户
12814.0,4907,1,125.92,一般用户
12815.0,4953,2,1063.46,一般用户
12816.0,4901,2,572.2,一般用户
12817.0,5086,1,166.04,一般用户
12818.0,4983,2,723.0,一般用户
12820.0,4808,4,942.34,一般用户
12821.0,5019,1,92.72,一般用户
12822.0,4876,3,918.98,一般用户
12823.0,4880,5,1759.5,一般用户
12824.0,4865,1,397.12,一般用户
12826.0,4808,8,1468.1200000000001,一般用户
12827.0,4811,3,430.15000000000003,一般用户
12828.0,4808,6,1018.71,一般用户
12829.0,5127,3,205.05,一般用户
12830.0,4896,5,1442.88,一般用户
12831.0,5067,1,215.05,一般用户
12832.0,4837,2,383.03,一般用户
12833.0,4950,1,417.38,一般用户
12834.0,5088,1,312.38,一般用户
12836.0,4864,4,2612.86,潜力用户
12837.0,4978,1,134.1,一般用户
12838.0,4839,2,683.13,一般用户
12839.0,4808,16,5583.62,潜力用户
12840.0,4949,6,2714.27,一般用户
12841.0,4810,26,3876.4,潜力用户
12842.0,4875,2,1118.99,一般用户
12843.0,4871,9,1680.76,一般用户
12844.0,4834,2,325.96000000000004,一般用户
12845.0,5072,3,145.29000000000002,一般用户
12847.0,4827,1,871.54,一般用户
12849.0,4836,2,1050.8899999999999,一般用户
12851.0,4902,1,135.18,一般用户
12852.0,5095,2,299.75,一般用户
12853.0,4913,9,1881.7,一般用户
12854.0,4884,5,1289.15,一般用户
12855.0,5178,1,38.1,一般用户
12856.0,4813,8,2162.68,潜力用户
12857.0,5016,2,1106.4,一般用户
12863.0,4857,2,432.2,一般用户
12864.0,4943,1,27.599999999999998,一般用户
12865.0,4831,3,1548.07,一般用户
12866.0,5088,1,559.12,一般用户
12867.0,4831,10,3986.22,潜力用户
12868.0,4991,6,1607.0600000000002,一般用户
12870.0,5171,1,-14.899999999999999,一般用户
12871.0,4889,2,380.64,一般用户
12872.0,5132,2,599.97,一般用户
12873.0,5087,1,374.0,一般用户
12876.0,4863,2,2218.02,潜力用户
12877.0,4809,12,1535.77,一般用户
12878.0,4823,3,841.64,一般用户
12879.0,4850,4,552.5699999999999,一般用户
12881.0,5081,1,298.0,一般用户
12882.0,4814,2,1463.04,一般用户
12883.0,4830,4,703.47,一般用户
12884.0,4893,1,309.05,一般用户
12885.0,4868,4,1158.27,一般用户
12886.0,4873,3,1351.09,一般用户
12888.0,5019,4,313.77,一般用户
12890.0,4829,1,380.46999999999997,一般用户
12893.0,4836,1,188.14,一般用户
12895.0,4847,3,347.3,一般用户
12897.0,5010,2,216.5,一般用户
12901.0,4815,19,2875.92,潜力用户
12902.0,5070,1,138.68,一般用户
12904.0,4823,2,509.58,一般用户
12906.0,4817,5,2784.13,潜力用户
12909.0,4845,8,2128.83,潜力用户
12910.0,4828,8,3075.04,潜力用户
12912.0,4808,5,1662.3,一般用户
12913.0,4810,5,2483.63,潜力用户
12915.0,4954,2,363.65,一般用户
12916.0,4944,5,2982.35,一般用户
12917.0,4933,1,594.0,一般用户
12919.0,4813,8,1301.44,一般用户
12920.0,4822,1,164.23,一般用户
12921.0,4809,50,16389.74,潜力用户
12922.0,4966,1,405.38,一般用户
12923.0,4869,1,176.97,一般用户
12924.0,4893,5,777.3100000000001,一般用户
12925.0,4810,2,694.05,一般用户
12928.0,4840,5,2028.14,潜力用户
12929.0,4927,2,105.1,一般用户
12930.0,4883,4,409.9,一般用户
12931.0,4872,7,1874.22,一般用户
12933.0,4829,4,602.28,一般用户
12935.0,4807,8,2156.45,潜力用户
12936.0,4822,5,1012.9,一般用户
12937.0,4820,4,1504.27,一般用户
12938.0,4831,1,114.14,一般用户
12939.0,4869,8,5189.52,潜力用户
12940.0,4851,4,876.29,一般用户
12942.0,4936,3,683.9,一般用户
12943.0,5106,1,-3.75,一般用户
12944.0,4841,2,604.51,一般用户
12945.0,5093,1,462.95,一般用户
12947.0,4949,11,1407.29,一般用户
12948.0,4821,8,2053.7,潜力用户
12949.0,4836,10,4143.02,潜力用户
12950.0,4813,2,409.0,一般用户
12951.0,4814,8,1042.07,一般用户
12952.0,4811,5,1382.8400000000001,一般用户
12953.0,4815,1,329.85,一般用户
12955.0,4806,14,4734.26,潜力用户
12956.0,5111,1,108.07,一般用户
12957.0,4809,12,3979.04,潜力用户
12962.0,4812,2,266.39,一般用户
12963.0,4813,9,1841.03,一般用户
12965.0,4894,1,771.91,一般用户
12966.0,4815,1,160.18,一般用户
12967.0,4808,4,1194.75,一般用户
12968.0,4917,1,135.95,一般用户
12970.0,4812,4,452.24,一般用户
12971.0,4809,88,9585.94,潜力用户
12974.0,5003,1,144.8,一般用户
12976.0,5017,1,303.6,一般用户
12977.0,4961,1,39.239999999999995,一般用户
12980.0,4961,12,6115.740000000001,一般用户
12981.0,4835,2,372.21999999999997,一般用户
12982.0,5045,2,377.2,一般用户
12984.0,4824,1,97.5,一般用户
12985.0,4806,3,1158.62,一般用户
12987.0,4879,3,545.0,一般用户
12988.0,5097,1,535.32,一般用户
12989.0,4808,18,4662.11,潜力用户
12990.0,4836,3,409.5,一般用户
12991.0,4828,2,503.76,一般用户
12993.0,4828,4,414.76,一般用户
12994.0,4809,5,902.22,一般用户
12995.0,4883,2,200.72,一般用户
12997.0,4827,7,1197.94,一般用户
12999.0,5001,3,455.88,一般用户
13000.0,4912,3,534.85,一般用户
13001.0,4809,15,8290.800000000001,潜力用户
13002.0,5123,1,120.94999999999999,一般用户
13003.0,4911,3,149.05,一般用户
13004.0,4817,22,5613.43,潜力用户
13005.0,4979,3,468.95,一般用户
13006.0,4861,1,81.57,一般用户
13008.0,5128,2,178.46999999999997,一般用户
13011.0,5177,1,50.550000000000004,一般用户
13012.0,4814,11,1311.6200000000001,一般用户
13013.0,4806,15,4786.99,潜力用户
13014.0,4808,16,3365.43,潜力用户
13015.0,4858,5,3346.28,潜力用户
13016.0,4878,3,789.89,一般用户
13017.0,4812,1,204.0,一般用户
13018.0,4821,29,7272.75,潜力用户
13021.0,4809,12,2584.4,潜力用户
13023.0,4869,2,689.9,一般用户
13026.0,4806,7,635.07,一般用户
13028.0,4828,3,659.68,一般用户
13029.0,4836,3,1247.5,一般用户
13030.0,4816,2,799.48,一般用户
13032.0,4844,3,996.52,一般用户
13033.0,5162,1,190.55,一般用户
13034.0,4860,2,642.77,一般用户
13035.0,4863,3,886.63,一般用户
13037.0,4943,3,881.07,一般用户
13038.0,4885,3,908.46,一般用户
13040.0,4814,2,676.99,一般用户
13043.0,5059,2,471.57,一般用户
13044.0,5096,1,560.47,一般用户
13045.0,4904,1,305.28000000000003,一般用户
13046.0,4836,2,629.31,一般用户
13047.0,4837,18,3079.1,潜力用户
13048.0,4819,5,1805.91,一般用户
13049.0,4869,2,656.6800000000001,一般用户
13050.0,4814,28,5684.61,潜力用户
13052.0,5017,1,348.15000000000003,一般用户
13055.0,4869,4,1201.96,一般用户
13058.0,4830,3,271.40000000000003,一般用户
13059.0,5055,1,183.4,一般用户
13060.0,5059,1,307.53,一般用户
13061.0,4877,1,248.61,一般用户
13062.0,4996,1,286.5,一般用户
13064.0,4818,4,1119.49,一般用户
13065.0,5178,1,205.86,一般用户
13066.0,4829,3,430.9,一般用户
13067.0,4887,1,115.46000000000001,一般用户
13069.0,4806,27,3293.02,潜力用户
13070.0,4997,1,228.8,一般用户
13072.0,5072,1,177.15,一般用户
13075.0,4935,1,919.61,一般用户
13077.0,4806,4,729.27,一般用户
13078.0,4806,43,10858.28,潜力用户
13079.0,4809,5,220.10000000000002,一般用户
13080.0,4984,1,58.08,一般用户
13081.0,4806,21,27797.76,潜力用户
13082.0,4931,10,1962.76,一般用户
13083.0,4809,2,303.75,一般用户
13085.0,4963,3,272.38,一般用户
13089.0,4808,117,54513.96,潜力用户
13090.0,4814,18,8689.39,潜力用户
13091.0,4826,2,319.82,一般用户
13092.0,4876,6,455.83,一般用户
13093.0,5072,13,6528.75,一般用户
13094.0,4826,16,1403.5800000000002,一般用户
13095.0,4876,1,74.39999999999999,一般用户
13097.0,4838,14,5893.32,潜力用户
13098.0,4806,41,22464.84,潜力用户
13101.0,5039,1,101.19,一般用户
13102.0,4807,27,6078.53,潜力用户
13103.0,4845,1,243.94,一般用户
13104.0,4808,6,1098.48,一般用户
13106.0,4934,2,59.5,一般用户
13107.0,4849,5,1524.07,一般用户
13108.0,5178,1,350.06,一般用户
13109.0,4808,5,766.84,一般用户
13110.0,4836,8,1452.8700000000001,一般用户
13113.0,4806,40,8810.0,潜力用户
13115.0,4814,14,2205.63,潜力用户
13116.0,4922,2,485.19,一般用户
13117.0,4827,8,984.91,一般用户
13118.0,4825,7,1125.0,一般用户
13120.0,5044,1,30.599999999999998,一般用户
13121.0,5074,2,254.73,一般用户
13122.0,4899,2,922.39,一般用户
13124.0,4895,3,3866.33,一般用户
13126.0,4810,10,2056.29,潜力用户
13127.0,4883,1,259.17,一般用户
13130.0,4899,1,64.0,一般用户
13131.0,4828,4,1039.3,一般用户
13132.0,5067,1,77.3,一般用户
13133.0,5079,2,109.8,一般用户
13134.0,4878,7,1740.63,一般用户
13136.0,4855,11,2545.38,潜力用户
13137.0,4816,9,3605.08,潜力用户
13138.0,4827,6,962.39,一般用户
13139.0,4821,8,5055.79,潜力用户
13140.0,4913,3,423.72,一般用户
13141.0,4890,6,2385.8,一般用户
13142.0,4824,1,307.09,一般用户
13144.0,5138,1,110.95,一般用户
13145.0,4845,5,614.77,一般用户
13146.0,4831,1,228.91,一般用户
13147.0,4815,4,712.8000000000001,一般用户
13148.0,4834,17,3348.48,潜力用户
13149.0,4819,4,1676.06,一般用户
13151.0,5008,2,1250.3700000000001,一般用户
13153.0,4811,1,486.22,一般用户
13154.0,4949,1,-611.86,一般用户
13155.0,4838,4,971.76,一般用户
13157.0,4854,5,1721.57,一般用户
13158.0,4900,4,1201.06,一般用户
13159.0,4814,5,1379.75,一般用户
13160.0,4827,1,91.8,一般用户
13161.0,5118,1,112.75,一般用户
13162.0,4927,5,1644.99,一般用户
13165.0,4851,2,1021.48,一般用户
13166.0,5087,2,414.7,一般用户
13167.0,4824,4,749.57,一般用户
13168.0,4841,5,1310.14,一般用户
13169.0,4869,2,712.88,一般用户
13170.0,4832,1,116.00999999999999,一般用户
13171.0,4813,5,426.81,一般用户
13173.0,4809,2,353.65,一般用户
13174.0,4821,3,2817.03,潜力用户
13176.0,4851,1,492.84,一般用户
13177.0,4870,1,282.45,一般用户
13178.0,4831,11,5725.47,潜力用户
13182.0,4850,1,121.18,一般用户
13183.0,4813,9,3957.78,潜力用户
13184.0,4820,12,1628.63,一般用户
13185.0,5073,1,71.4,一般用户
13186.0,4845,5,1535.69,一般用户
13187.0,5142,1,236.02,一般用户
13188.0,4816,1,114.60000000000001,一般用户
13189.0,4824,2,256.68,一般用户
13192.0,4900,2,911.94,一般用户
13193.0,4866,1,117.88,一般用户
13194.0,4941,1,60.7,一般用户
13196.0,4816,4,1797.78,一般用户
13198.0,4815,8,3384.09,潜力用户
13199.0,4809,37,7359.08,潜力用户
13200.0,4824,4,870.09,一般用户
13203.0,4815,4,869.46,一般用户
13207.0,4820,2,250.26000000000002,一般用户
13208.0,4864,7,1205.9,一般用户
13209.0,4835,11,5820.16,潜力用户
13210.0,4899,1,353.48,一般用户
13211.0,4815,3,1197.42,一般用户
13212.0,4814,4,780.58,一般用户
13213.0,4862,6,1518.43,一般用户
13216.0,5073,1,333.74,一般用户
13217.0,4927,4,48.62,一般用户
13218.0,4932,1,62.63999999999999,一般用户
13220.0,4883,4,819.2900000000001,一般用户
13221.0,5045,2,847.41,一般用户
13223.0,5005,2,163.20000000000002,一般用户
13224.0,4865,3,2095.17,潜力用户
13225.0,4808,6,2474.52,潜力用户
13226.0,5078,1,108.21000000000001,一般用户
13227.0,5007,1,257.7,一般用户
13229.0,5031,1,160.95,一般用户
13230.0,4809,14,2763.41,潜力用户
13232.0,4818,7,1321.6,一般用户
13233.0,4879,2,605.12,一般用户
13235.0,5017,2,101.17000000000007,一般用户
13236.0,4830,3,727.27,一般用户
13238.0,4816,5,680.83,一般用户
13239.0,5067,1,329.56,一般用户
13240.0,4901,4,663.65,一般用户
13242.0,4918,3,270.40000000000003,一般用户
13243.0,5008,1,600.07,一般用户
13244.0,4898,1,121.74000000000001,一般用户
13245.0,4856,1,430.5,一般用户
13246.0,4823,7,1286.1,一般用户
13247.0,4823,4,501.12,一般用户
13248.0,4930,2,465.68,一般用户
13249.0,4897,3,406.13,一般用户
13253.0,4962,2,712.16,一般用户
13255.0,4809,3,390.66,一般用户
13258.0,4817,3,698.58,一般用户
13259.0,4867,1,292.32,一般用户
13260.0,4866,1,557.62,一般用户
13261.0,5074,2,944.1,一般用户
13262.0,5068,1,200.29,一般用户
13263.0,4806,35,7454.07,潜力用户
13265.0,4858,5,1871.66,一般用户
